"ЛИЦЕВОЙ","ХВС ВАННА НОМЕР","ХВС ВАННЯ ПОКАЗ","ХВС ТУАЛЕТ НОМЕР","ХВС ТУАЛЕТ ПОКАЗ","ХВС КУХНЯ НОМЕР","ХВС КУХНЯ ПОКАЗ","ПОЛИВ НОМЕР","ПОЛИВ ПОКАЗ","ГВС ВАННА НОМЕР","ГВС ВАННЯ ПОКАЗ","ГВС ТУАЛЕТ НОМЕР","ГВС ТУАЛЕТ ПОКАЗ","ГВС КУХНЯ НОМЕР","ГВС КУХНЯ ПОКАЗ","ОБРАТКА НОМЕР","ОБРАТКА ПОКАЗ"
"1110080120","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080130","64354","591","","0","118826","77","","0","143175","112","","0","144137","42","","0"
"1110080140","5040159","1032","","0","","0","","0","5006793","205","","0","","0","","0"
"1110080150","44405","494","","0","43087","115","","0","268225","127","","0","269409","73","","0"
"1110080160","","0","","0","4147696","483","","0","","0","","0","4096296","297","","0"
"1110080170","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080180","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080190","601891","339","","0","","0","","0","695085","72","","0","","0","","0"
"1110080200","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080210","5431","583","","0","8489","252","","0","20239","144","","0","11803","118","","0"
"1110080220","5134848","680","","0","","0","","0","4891886","178","","0","","0","","0"
"1110080230","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080240","2177055","763","","0","2177756","194","","0","2115061","316","","0","2123560","194","","0"
"1110080250","671468","71","","0","91510","25","","0","651726","27","","0","95257","18","","0"
"1110080260","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080270","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080280","18709","1080","","0","23077","299","","0","23869","266","","0","24909","183","","0"
"1110080290","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080300","179634","1194","","0","169921","216","","0","95057","393","","0","92390","170","","0"
"1110080310","4921102","523","","0","4966364","382","","0","3806590","145","","0","3806378","144","","0"
"1110080320","613428","1064","","0","","0","","0","6640","206","","0","","0","","0"
"1110080330","594184","184","","0","609979","27","","0","558364","4","","0","563378","25","","0"
"1110080340","1971597","378","","0","1971600","123","","0","1970695","57","","0","1970925","43","","0"
"1110080350","9200291045","1","","0","","0","","0","212293","273","","0","","0","","0"
"1110080360","11800","1134","","0","11557","363","","0","653801","438","","0","654093","240","","0"
"1110080370","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080380","506950","547","","0","516172","102","","0","94822","201","","0","453870","94","","0"
"1110080390","911749","362","","0","913551","126","","0","304918","49","","0","48864","43","","0"
"1110080400","567470","0","","0","242547","66","","0","б/н","0","","0","51525","81","","0"
"1110080410","182478","120","","0","180091","54","","0","194662","30","","0","188986","46","","0"
"1110080421","4027271","1185","","0","3907784","236","","0","4077662","581","","0","4077176","150","","0"
"1110080422","","1185","","0","","236","","0","","581","","0","","150","","0"
"1110080430","398996","675","","0","","0","","0","391353","333","","0","","0","","0"
"1110080440","424289","357","","0","424372","249","","0","426634","313","","0","426365","37","","0"
"1110080450","174394","129","","0","173402","30","","0","172816","20","","0","172756","17","","0"
"1110080460","326933","362","","0","142846","72","","0","224171","96","","0","178917","46","","0"
"1110080470","116564","927","","0","","0","","0","108143","506","","0","","0","","0"
"1110080480","181933","586","","0","181807","171","","0","3062","268","","0","3823","126","","0"
"1110080490","154663","326","","0","154661","34","","0","154614","119","","0","155194","95","","0"
"1110080500","485860","292","","0","","0","","0","519441","149","","0","","0","","0"
"1110080510","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080520","1211849","843","","0","1211850","239","","0","1122865","216","","0","1122889","129","","0"
"1110080530","4489938","1840","","0","","0","","0","4469362","775","","0","","0","","0"
"1110080540","4558","10","","0","890499703","322","","0","890421803","475","","0","890417003","286","","0"
"1110080550","588061","1400","","0","614121","199","","0","617493","312","","0","611904","219","","0"
"1110080560","547841","945","","0","","0","","0","498401","626","","0","","0","","0"
"1110080570","73593","1007","","0","73761","201","","0","99394","484","","0","105562","112","","0"
"1110080580","334163","813","","0","337017","195","","0","329823","317","","0","333040","124","","0"
"1110080590","","0","","0","","0","","0","","0","","0","","0","","0"
"1110080600","238936","395","","0","242567","9","","0","593229","204","","0","218643","11","","0"
"1110090010","283292","139","","0","","0","","0","128653","1","","0","","0","","0"
"1110090020","139644","1866","","0","","0","","0","567804","498","","0","","0","","0"
"1110090030","3267005","787","","0","","0","","0","325997","9","","0","","0","","0"
"1110090040","","0","","0","","0","","0","","0","","0","","0","","0"
"1110090050","","0","","0","","0","","0","","0","","0","","0","","0"
"1110090060","","0","","0","","0","","0","","0","","0","","0","","0"
"1110090070","105127","25","","0","526722","198","","0","481716","764","","0","481862","157","","0"
"1110090080","118807","748","","0","","0","","0","142758","8","","0","","0","","0"
"1110090090","158269","2057","","0","","0","","0","123301","625","","0","","0","","0"
"1110090100","21156","239","","0","","0","","0","","0","","0","","0","","0"
"1110090110","64319","1002","","0","","0","","0","44014","17","","0","","0","","0"
"1110090120","","0","","0","","0","","0","","0","","0","","0","","0"
"1110100010","292289","579","","0","","0","","0","626546","505","","0","","0","","0"
"1110100020","599604","1641","","0","","0","","0","45990","1180","","0","","0","","0"
"1110100030","92475","638","","0","","0","","0","91025","228","","0","","0","","0"
"1110100040","137562","909","","0","138293","206","","0","143244","427","","0","143292","147","","0"
"1110100050","41090","454","","0","","0","","0","","0","","0","","0","","0"
"1110100060","4497089","1885","","0","","0","","0","4469179","385","","0","","0","","0"
"1110100070","","0","","0","","0","","0","","0","","0","","0","","0"
"1110100080","175919","153","","0","","0","","0","209538","0","","0","","0","","0"
"1110100090","247387","1532","","0","","0","","0","231692","552","","0","","0","","0"
"1110100100","6278264","245","","0","","0","","0","6015172","129","","0","","0","","0"
"1110100110","","0","","0","","0","","0","","0","","0","","0","","0"
"1110100120","","0","","0","985","13","","0","","0","","0","1850","0","","0"
"1110110010","3471576","640","","0","","0","","0","3264454","710","","0","","0","","0"
"1110110020","01-00861","1544","","0","","0","","0","01-00771","606","","0","","0","","0"
"1110110030","2703885","1360","","0","","0","","0","2735588","854","","0","","0","","0"
"1110110040","139482","812","","0","","0","","0","122692","471","","0","","0","","0"
"1110110050","","0","","0","","0","","0","","0","","0","","0","","0"
"1110110060","442048","168","","0","","0","","0","8486069","11","","0","","0","","0"
"1110110070","4022256","2045","","0","","0","","0","4547420","390","","0","","0","","0"
"1110110080","202018","193","","0","","0","","0","244680","17","","0","","0","","0"
"1110110090","3208322","1478","","0","","0","","0","3204137","157","","0","","0","","0"
"1110110100","730737","1663","","0","","0","","0","735277","400","","0","","0","","0"
"1110110110","398798","1345","","0","","0","","0","392152","260","","0","","0","","0"
"1110110120","","0","","0","","0","","0","","0","","0","","0","","0"
"1120110010","240825","1243","","0","","0","","0","219092","257","","0","","0","","0"
"1120110020","505140","7","","0","","0","","0","95195","664","","0","","0","","0"
"1120120010","9200208258","46","","0","","0","9200270443","1","9200221986","31","","0","","0","","0"
"1120120020","10018022","570","","0","","0","","0","10022299","20","","0","","0","","0"
"1120130010","7220466","1505","","0","","0","","0","7579403","724","","0","","0","","0"
"1120130020","43097","860","","0","","0","613399","198","7578954","1183","","0","","0","","0"
"1120140010","7280714","1414","","0","","0","","0","7579417","578","","0","","0","","0"
"1120140020","7281187","2182","","0","","0","","0","10099570","23","","0","","0","","0"
"1120150010","372835","319","","0","","0","834056","9","835610","2","","0","","0","","0"
"1120150020","357776","1165","","0","","0","549091","298","271166","335","","0","","0","","0"
"1120160010","7277341","2050","","0","","0","","0","7575361","988","","0","","0","","0"
"1120160020","7280628","2342","","0","","0","68205","118","7579434","800","","0","","0","","0"
"1120170010","7243278","3393","","0","","0","9015765","537","7478654-97","742","","0","","0","","0"
"1120170020","8343710","68","","0","","0","","0","74786654","1364","","0","","0","","0"
"1120180010","7286378","1485","","0","","0","344704","230","7576620","644","","0","","0","","0"
"1120180020","7286360","2331","","0","","0","","0","274819","187","","0","","0","","0"
"1120190010","539624","1505","","0","","0","","0","564386","2528","","0","","0","","0"
"1120190020","7243847","1083","","0","","0","","0","7577982","453","","0","","0","","0"
"1120200010","7420969","1964","","0","","0","","0","4785989","492","","0","","0","","0"
"1120200020","7141848","1900","","0","","0","","0","4646633","473","","0","","0","","0"
"1120210010","7209552","2825","","0","","0","3297791","142","7576647","361","","0","","0","","0"
"1120210020","7215876","1572","","0","","0","600676","145","7579425","185","","0","","0","","0"
"1120220010","7209743","2437","","0","","0","","0","7575672","1703","","0","","0","","0"
"1120220020","16401","485","","0","","0","","0","19163","265","","0","","0","","0"
"1120230010","7209543","3454","","0","","0","","0","7578848","2125","","0","","0","","0"
"1120230020","1308489","1718","","0","","0","","0","3806086","796","","0","","0","","0"
"1120240010","3251548","2913","","0","","0","305690","232","2901047","18","","0","","0","","0"
"1120240020","7018604","4607","","0","","0","7156763","495","7569152","2342","","0","","0","","0"
"1120250010","419448","644","","0","","0","228518","49","2606","206","","0","","0","","0"
"1120250020","7209339","4509","","0","","0","","0","7578137","1172","","0","","0","","0"
"1120260010","7208305","1706","","0","","0","","0","7576825","504","","0","","0","","0"
"1120260020","7208028","4182","","0","","0","7208028","250","7570134","1482","","0","","0","","0"
"1120270010","3283056","1959","","0","","0","495106","1","3197009","7105","","0","","0","3195400","6982"
"1120270020","190686704","49","","0","","0","3163331","3491","446973","656","","0","","0","","0"
"1120280010","7141969","3500","","0","","0","","0","7259995","1358","","0","","0","","0"
"1120280020","7183211","6341","","0","","0","","0","7579003","2466","","0","","0","","0"
"1120020010","313945","136","","0","338298","54","","0","321122","24","","0","321195","19","","0"
